"Date";"Max_TemperatureC";"Mean_TemperatureC";"Min_TemperatureC";"Dew_PointC";"MeanDew_PointC";"Min_DewpointC";"Max_Humidity";"Mean_Humidity";"Min_Humidity";"Max_Sea_Level_PressurehPa";"Mean_Sea_Level_PressurehPa";"Min_Sea_Level_PressurehPa";"Max_VisibilityKm";"Mean_VisibilityKm";"Min_VisibilitykM";"Max_Wind_SpeedKm_h";"Mean_Wind_SpeedKm_h";"Max_Gust_SpeedKm_h";"Precipitationmm";"CloudCover";"Events";"WindDirDegrees"
2013-02-11;-1;-4;-7;-4;-6;-8;90;77;66;1013;1011;1010;11;8;5;14;11;NA;0;8;"";-1
2013-02-12;2;-1;-3;-3;-4;-5;84;69;51;1017;1014;1012;11;8;5;14;10;NA;0;8;"";-1
2013-02-13;-1;-3;-5;-3;-4;-6;94;87;80;1029;1024;1018;13;6;3;11;8;NA;0;8;"";-1
2013-02-14;0;-2;-5;-3;-4;-4;97;86;74;1029;1025;1019;5;3;2;14;6;NA;0;8;"Fog";-1
2013-02-15;3;-1;-4;-1;-3;-4;97;80;57;1022;1019;1017;6;3;2;11;6;NA;0;8;"";-1
2013-02-16;2;1;0;1;0;-1;92;88;83;1026;1024;1022;3;2;2;6;3;NA;0.25;8;"Rain-Snow";-1
2013-02-17;2;1;0;1;0;-1;94;88;82;1027;1026;1025;5;3;2;3;3;NA;0;8;"Fog";-1
2013-02-18;3;1;0;-1;-1;-2;92;80;69;1025;1023;1019;11;6;3;11;5;NA;0;8;"";-1
2013-02-19;2;1;0;1;-1;-2;100;88;76;1019;1015;1012;31;7;2;18;13;NA;1.02;8;"Rain-Snow";-1
2013-02-20;1;-1;-2;-2;-4;-6;85;72;53;1025;1023;1020;31;25;11;18;13;NA;0;8;"Snow";-1
2013-02-21;0;-1;-3;-3;-4;-7;86;74;62;1025;1024;1023;31;16;3;14;11;NA;0;8;"Snow";-1
2013-02-22;-2;-3;-4;-5;-6;-7;81;70;60;1023;1020;1019;19;10;6;18;10;NA;0;8;"Snow";-1
2013-02-23;-1;-3;-5;-2;-4;-7;97;84;71;1018;1015;1014;10;4;0;18;13;NA;4.06;8;"Snow";-1
2013-02-24;1;0;-2;1;-1;-2;100;97;92;1018;1015;1013;5;2;0;14;10;NA;5.08;8;"Fog-Rain-Snow";-1
2013-02-25;2;1;1;2;1;1;100;97;93;1028;1022;1019;2;1;0;14;10;NA;2.03;8;"Fog-Rain-Snow";-1
2013-02-26;2;1;1;1;1;0;98;93;87;1034;1031;1028;5;3;0;11;8;NA;0;8;"Fog-Rain";-1
2013-02-27;2;1;0;0;0;-1;93;89;81;1034;1033;1032;11;7;3;6;6;NA;0.25;8;"Rain-Snow";-1
2013-02-28;2;1;0;1;0;-1;98;87;74;1032;1028;1024;10;5;3;11;5;NA;0;8;"";-1
2013-03-01;6;3;-1;2;0;-2;100;81;59;1026;1023;1022;31;17;3;14;10;NA;0;8;"Rain";-1
2013-03-02;6;2;-2;-1;-1;-2;94;74;50;1026;1024;1021;26;15;8;14;8;NA;0;NA;"";-1
2013-03-03;8;4;0;1;0;-2;90;72;47;1024;1021;1020;31;18;10;21;14;NA;0;8;"Rain-Snow";-1
2013-03-04;9;3;-2;2;-1;-2;95;69;43;1024;1023;1020;26;14;3;14;6;NA;0;8;"";-1
2013-03-05;12;4;-2;1;-1;-3;85;60;34;1019;1014;1009;26;13;2;14;8;NA;0;NA;"";-1
2013-03-06;14;6;-3;1;-1;-3;93;65;26;1008;1006;1004;16;8;2;6;6;NA;0;NA;"";-1
2013-03-07;9;4;0;2;1;-1;90;67;49;1006;1005;1004;6;5;3;14;8;NA;0;8;"Rain";-1
2013-03-08;7;3;1;4;1;-2;91;81;67;1008;1007;1006;8;6;3;18;13;NA;0;8;"Rain";-1
2013-03-09;1;1;0;0;-1;-2;96;86;77;1008;1006;1003;6;4;2;14;13;NA;3.05;8;"Rain";-1
2013-03-10;-1;-2;-4;0;-2;-6;99;93;85;1005;1002;999;8;3;0;14;13;NA;2.03;8;"Fog-Rain-Snow";-1
2013-03-11;-3;-4;-6;-6;-7;-7;92;79;68;1009;1008;1005;18;9;5;14;11;NA;0;8;"Rain-Snow";-1
2013-03-12;-2;-3;-6;-6;-7;-8;89;73;53;1009;1007;1005;31;16;2;14;8;NA;0;8;"Snow";-1
2013-03-13;-2;-6;-10;-7;-9;-10;94;72;43;1008;1006;1005;29;17;10;11;5;NA;0;8;"";-1
2013-03-14;1;-3;-7;-3;-5;-8;88;75;51;1013;1010;1008;16;8;5;6;6;NA;0;8;"Rain-Snow";-1
2013-03-15;1;-2;-4;-3;-6;-7;93;77;48;1019;1016;1013;26;9;2;11;6;NA;0;8;"Rain-Snow";-1
2013-03-16;5;-1;-7;-3;-6;-9;85;60;39;1019;1017;1014;14;9;6;18;10;NA;0;8;"";-1
2013-03-17;4;1;-2;-4;-7;-8;54;42;28;1014;1008;1003;31;19;6;21;16;NA;0.51;8;"";-1
2013-03-18;1;0;-2;0;-1;-2;97;91;82;1002;999;996;5;2;0;18;14;NA;4.06;8;"Snow";-1
2013-03-19;1;-1;-2;-2;-2;-3;98;86;65;1003;998;995;24;7;2;11;8;NA;0.51;8;"Snow";-1
2013-03-20;2;0;-2;-1;-3;-5;97;77;50;1010;1006;1003;31;17;0;14;8;NA;3.05;8;"Snow";-1
2013-03-21;2;0;-3;-2;-2;-3;97;83;56;1021;1016;1010;18;7;2;11;8;NA;0;8;"Snow";-1
2013-03-22;1;-3;-7;-4;-5;-7;96;78;54;1024;1023;1022;31;14;5;18;8;NA;0;8;"Snow";-1
2013-03-23;-3;-6;-8;-6;-12;-15;69;46;27;1027;1026;1024;31;26;18;21;16;NA;0;8;"";-1
2013-03-24;1;-6;-11;-9;-14;-17;52;36;21;1027;1025;1023;31;25;16;26;14;NA;0;NA;"";-1
2013-03-25;2;-2;-6;-9;-11;-12;61;43;26;1024;1021;1019;31;20;11;32;18;NA;0;NA;"";-1
2013-03-26;3;-1;-6;-8;-9;-10;62;46;30;1019;1017;1016;31;27;19;21;13;NA;0;NA;"";-1
2013-03-27;3;-1;-4;-7;-9;-12;61;41;20;1017;1016;1014;31;28;19;18;11;NA;0;8;"";-1
2013-03-28;2;0;-2;-1;-3;-6;87;78;54;1015;1013;1010;18;6;3;14;13;NA;0.25;8;"Rain-Snow";-1
2013-03-29;2;0;-2;0;-2;-3;93;82;68;1009;1007;1006;5;3;0;11;10;NA;2.03;8;"Rain-Snow";-1
2013-03-30;3;1;-1;-1;-2;-3;91;74;52;1010;1008;1007;14;7;2;11;6;NA;0.51;8;"Snow";-1
2013-03-31;3;0;-3;-1;-3;-5;93;78;46;1013;1012;1011;29;9;2;14;8;NA;0.25;8;"Snow";-1
2013-04-01;5;-1;-7;-2;-6;-8;93;61;24;1013;1012;1012;31;18;6;18;8;NA;0;8;"Snow";-1
2013-04-02;3;-1;-6;-3;-5;-7;85;62;42;1019;1015;1014;26;19;10;18;10;NA;0;8;"";-1
2013-04-03;5;2;-1;-5;-6;-7;60;47;31;1020;1019;1019;27;19;14;18;13;NA;0;8;"";-1
2013-04-04;4;1;-1;-2;-3;-4;76;61;51;1018;1016;1014;27;16;10;14;8;NA;0;8;"";-1
2013-04-05;3;2;1;1;-1;-2;85;77;70;1014;1012;1011;31;20;11;11;10;NA;0;8;"Rain-Snow";-1
2013-04-06;5;3;1;-1;-2;-3;82;67;44;1022;1018;1014;31;21;13;11;8;NA;0;8;"Rain";-1
2013-04-07;9;3;-3;-1;-3;-5;93;59;27;1023;1021;1018;31;17;8;11;6;NA;0;8;"";-1
2013-04-08;11;4;-2;-2;-4;-6;80;45;20;1017;1012;1008;31;18;6;18;8;NA;0;8;"";-1
2013-04-09;10;6;2;2;0;-2;71;59;43;1008;1005;1003;14;8;5;14;11;NA;0;8;"Rain";-1
2013-04-10;12;8;3;7;4;2;89;73;53;1007;1005;1004;31;10;2;11;8;NA;0;8;"Rain";-1
2013-04-11;16;10;4;10;7;4;94;83;56;1008;1003;999;27;9;3;26;8;NA;7.11;8;"Rain";-1
2013-04-12;14;11;8;8;7;6;100;77;48;1005;1001;998;19;8;2;21;8;NA;0.51;8;"Rain";-1
2013-04-13;14;11;7;7;6;5;86;66;48;1022;1013;1005;27;15;5;26;16;NA;2.03;8;"Rain";-1
2013-04-14;18;11;4;11;7;3;94;71;49;1026;1025;1024;31;13;3;14;8;NA;0;8;"Rain";-1
2013-04-15;24;17;9;12;9;7;83;57;32;1023;1020;1017;31;27;23;18;11;NA;0;NA;"";-1
2013-04-16;21;16;12;13;11;8;90;66;41;1020;1019;1018;31;14;5;18;8;NA;1.02;8;"Rain";-1
2013-04-17;21;16;11;12;9;8;75;56;43;1023;1021;1019;31;23;13;11;5;NA;0;8;"";-1
2013-04-18;23;17;12;12;8;1;80;52;21;1017;1014;1012;31;22;14;21;10;NA;0;8;"";-1
2013-04-19;16;12;9;4;3;-1;58;42;22;1026;1021;1017;31;30;27;18;10;NA;0;8;"";-1
2013-04-20;12;8;3;4;1;-3;81;52;24;1031;1029;1027;31;26;14;14;8;NA;0;8;"";-1
2013-04-21;17;10;3;5;2;0;70;48;25;1028;1022;1016;31;27;19;18;8;NA;0;NA;"";-1
2013-04-22;13;10;6;7;4;2;78;59;35;1017;1016;1014;26;18;6;11;6;NA;0;8;"";-1
2013-04-23;17;11;6;9;6;4;79;60;43;1022;1019;1016;26;13;6;26;13;NA;0;8;"";-1
2013-04-24;20;13;7;9;7;6;89;59;36;1027;1024;1022;31;14;6;14;8;NA;0;NA;"";-1
2013-04-25;22;17;12;12;11;9;73;56;41;1025;1023;1019;31;14;10;11;6;NA;0;8;"Rain";-1
2013-04-26;24;19;9;13;11;8;94;59;27;1017;1009;1003;31;14;5;18;11;NA;1.02;8;"Rain";-1
2013-04-27;8;7;6;7;6;4;95;88;80;1012;1009;1005;31;11;3;14;11;NA;2.03;8;"Rain";-1
2013-04-28;13;9;4;4;3;2;85;64;38;1018;1015;1012;31;23;10;11;8;NA;0;8;"Rain";-1
2013-04-29;16;12;8;6;4;2;79;58;29;1020;1016;1014;27;17;11;18;10;NA;0;8;"Rain";-1
2013-04-30;15;11;6;4;2;1;74;48;27;1024;1022;1021;31;17;10;6;6;NA;0;8;"";-1
2013-05-01;17;11;6;7;4;2;65;52;37;1027;1025;1022;31;29;26;11;8;NA;0;8;"";-1
2013-05-02;15;13;11;8;8;7;71;63;53;1022;1021;1021;24;15;10;14;8;NA;0;8;"Rain";-1
2013-05-03;18;13;9;3;1;-2;44;31;23;1021;1019;1016;NA;NA;NA;14;10;NA;0;8;"";-1
2013-05-04;20;12;4;9;4;2;82;51;23;1018;1017;1016;31;21;11;14;5;NA;0;NA;"";-1
2013-05-05;22;14;6;9;8;6;89;56;31;1024;1023;1019;27;14;6;11;6;NA;0;NA;"";-1
2013-05-06;24;16;7;11;8;6;92;52;22;1024;1022;1018;31;18;6;14;6;NA;0;NA;"";-1
2013-05-07;18;16;12;16;13;11;97;88;73;1019;1016;1014;14;5;2;11;6;NA;22.1;8;"Rain";-1
2013-05-08;23;18;12;15;13;11;100;75;39;1014;1013;1011;31;9;0;18;6;NA;0;8;"Fog";-1
2013-05-09;22;18;14;14;13;11;82;68;51;1013;1012;1011;31;21;14;11;6;NA;2.03;8;"Rain-Thunderstorm";-1
2013-05-10;19;16;12;13;11;7;95;68;38;1016;1012;1010;31;19;6;14;6;NA;0;8;"Rain";-1
2013-05-11;16;13;10;11;9;7;82;69;55;1017;1015;1012;31;18;8;18;8;NA;0.25;8;"Rain";-1
2013-05-12;14;11;7;9;7;6;97;78;57;1016;1013;1012;31;22;6;18;6;NA;2.03;8;"Rain";-1
2013-05-13;14;9;4;10;7;3;89;74;56;1017;1014;1012;31;20;14;21;11;NA;0;8;"Rain";-1
2013-05-14;15;12;8;10;8;7;89;72;52;1012;1011;1009;31;25;10;11;8;NA;0;8;"Rain";-1
2013-05-15;26;17;8;12;9;7;90;56;24;1008;1004;1000;31;23;14;14;8;NA;3.05;8;"Rain";-1
2013-05-16;26;19;12;16;13;9;94;67;26;1003;1000;996;31;14;5;18;8;NA;0;8;"Rain";-1
2013-05-17;26;19;12;15;13;12;86;54;38;1000;998;996;31;28;19;14;8;NA;0.51;8;"";-1
2013-05-18;14;13;10;16;12;9;95;87;71;1011;1006;1001;31;9;2;18;10;NA;6.1;8;"Rain";-1
2013-05-19;21;13;6;12;9;7;100;73;41;1011;1009;1006;31;13;2;14;5;NA;0;NA;"Fog";-1
2013-05-20;17;14;12;12;11;9;97;77;55;1010;1008;1005;19;7;0;18;11;NA;0;8;"Rain";-1
2013-05-21;17;12;8;9;8;7;87;66;47;1011;1010;1007;NA;NA;NA;14;10;NA;0.25;8;"";-1
2013-05-22;9;9;8;11;8;4;92;81;62;1009;1006;1003;31;15;3;21;11;NA;9.91;8;"Rain";-1
2013-05-23;14;8;3;7;2;0;87;56;28;1010;1008;1006;31;27;23;14;11;NA;0;8;"";-1
2013-05-24;13;9;6;6;5;4;92;74;53;1013;1010;1007;31;22;10;14;8;NA;0;8;"Rain";-1
2013-05-25;13;11;8;8;7;6;95;82;64;1012;1010;1009;31;13;2;18;10;NA;6.1;8;"Rain";-1
2013-05-26;12;10;8;12;9;7;98;95;92;1008;1003;1001;23;9;2;18;14;NA;9.91;8;"Rain";-1
2013-05-27;14;12;9;11;10;9;99;91;74;1009;1006;1003;29;9;2;14;6;NA;0.51;8;"Rain";-1
2013-05-28;19;13;7;13;11;8;100;84;51;1010;1005;1000;31;11;0;11;8;NA;0;8;"Fog-Rain";-1
2013-05-29;19;15;11;14;12;11;97;86;63;1003;1000;998;31;10;3;14;5;NA;2.03;8;"Rain";-1
2013-05-30;18;14;11;14;12;10;96;84;67;1007;1005;1004;11;7;3;11;6;NA;0.25;8;"Rain";-1
2013-05-31;22;18;13;16;13;12;97;83;60;1005;1002;1000;26;14;0;21;16;NA;19.05;8;"Rain";-1
2013-06-01;19;16;13;16;14;12;100;90;77;1012;1008;1006;11;7;3;18;10;NA;0.51;8;"Rain";-1
2013-06-02;14;12;9;11;8;7;93;74;53;1022;1016;1012;19;13;8;18;14;NA;0;8;"Rain";-1
2013-06-03;19;14;8;8;7;6;80;56;30;1024;1023;1021;NA;NA;NA;18;13;NA;0;8;"Rain";-1
2013-06-04;21;14;7;13;10;7;95;69;47;1023;1021;1019;31;22;13;18;10;NA;0;8;"";-1
2013-06-05;22;14;7;9;7;3;96;51;21;1022;1021;1020;31;31;31;11;5;NA;0;NA;"";-1
2013-06-06;24;16;8;9;6;-2;92;42;11;1023;1022;1021;31;31;31;11;5;NA;0;NA;"";-1
2013-06-07;25;18;11;13;10;7;91;52;22;1022;1021;1019;31;24;16;11;6;NA;0;NA;"";-1
2013-06-08;25;19;12;14;11;9;87;53;27;1020;1017;1014;31;24;14;11;6;NA;0;8;"";-1
2013-06-09;23;18;12;13;12;11;83;61;44;1014;1011;1008;31;22;14;14;10;NA;0;8;"";-1
2013-06-10;22;17;12;12;9;6;75;54;26;1011;1010;1009;27;21;11;14;10;NA;0;8;"Rain";-1
2013-06-11;23;16;9;13;11;9;87;62;37;1017;1015;1013;31;13;6;6;6;NA;0;8;"";-1
2013-06-12;25;18;11;14;12;9;91;58;31;1019;1019;1017;31;16;3;14;6;NA;0;8;"";-1
2013-06-13;26;21;17;17;16;13;77;62;47;1017;1014;1010;26;17;14;21;11;NA;7.87;8;"Rain";-1
2013-06-14;19;16;12;13;11;8;95;68;42;1020;1018;1014;31;19;2;21;11;NA;0;8;"Rain";-1
2013-06-15;23;16;9;13;12;9;100;68;41;1019;1014;1011;31;15;8;18;6;NA;0.25;8;"Rain";-1
2013-06-16;21;16;11;12;10;8;84;60;37;1016;1015;1014;31;25;14;18;10;NA;0;8;"Rain";-1
2013-06-17;26;19;12;13;11;10;87;51;27;1019;1017;1014;31;31;31;11;5;NA;0;8;"Rain";-1
2013-06-18;31;23;16;18;15;13;72;53;34;1016;1015;1014;31;27;19;11;6;NA;0;8;"";-1
2013-06-19;34;26;18;22;19;18;93;60;29;1017;1015;1011;19;13;10;14;6;NA;0;NA;"";-1
2013-06-20;31;25;19;22;19;17;88;61;39;1013;1011;1009;31;15;5;26;10;NA;4.06;8;"Rain-Thunderstorm";-1
2013-06-21;24;21;17;19;15;12;88;64;39;1014;1011;1008;31;22;14;26;16;NA;1.02;8;"Rain";-1
2013-06-22;24;19;14;14;13;12;82;58;38;1016;1014;1012;31;31;31;18;10;NA;0;8;"Rain";-1
2013-06-23;22;19;16;14;12;9;87;60;37;1014;1012;1011;27;26;23;21;11;NA;0;8;"Rain";-1
2013-06-24;21;16;11;12;11;9;84;63;40;1020;1017;1014;29;24;23;14;8;NA;0;8;"Rain";-1
2013-06-25;15;13;11;12;11;9;90;78;65;1023;1022;1021;31;19;6;14;8;NA;0.76;8;"Rain";-1
2013-06-26;17;13;11;9;8;6;87;65;40;1024;1023;1023;31;25;23;18;13;NA;0;8;"Rain";-1
2013-06-27;17;13;8;11;8;6;86;65;46;1024;1022;1021;31;28;26;18;10;NA;2.03;8;"Rain";-1
2013-06-28;19;14;10;11;9;8;87;62;35;1022;1020;1018;31;27;18;18;6;NA;0;8;"Rain";-1
2013-06-29;18;16;12;15;12;8;90;77;56;1020;1016;1014;31;19;10;18;10;NA;0.51;8;"Rain";-1
2013-06-30;16;11;7;11;8;6;89;70;50;1023;1022;1019;31;26;23;18;11;NA;0;8;"";-1
2013-07-01;26;19;13;14;12;11;84;63;33;1019;1016;1014;31;18;2;21;11;NA;10.92;8;"Rain";-1
2013-07-02;23;18;13;15;13;11;97;70;39;1017;1015;1013;31;17;2;21;11;NA;0;8;"Rain";-1
2013-07-03;26;20;14;18;16;13;92;72;51;1013;1011;1009;27;16;8;14;6;NA;4.06;8;"Rain";-1
2013-07-04;24;21;17;17;16;14;92;78;48;1022;1018;1014;31;15;5;11;8;NA;0;8;"Rain";-1
2013-07-05;24;20;16;17;16;14;91;70;45;1029;1026;1023;31;15;6;11;6;NA;0;8;"";-1
2013-07-06;26;20;14;15;12;9;92;59;26;1031;1030;1029;23;15;10;11;6;NA;0;NA;"";-1
2013-07-07;26;19;11;13;11;8;94;55;23;1032;1031;1030;31;23;13;11;6;NA;0;NA;"";-1
2013-07-08;27;20;12;14;13;11;93;57;28;1032;1030;1028;31;31;31;11;6;NA;0;NA;"";-1
2013-07-09;28;21;14;14;13;12;90;54;27;1029;1025;1021;31;25;21;11;6;NA;0;NA;"";-1
2013-07-10;23;18;13;14;13;10;92;66;38;1021;1019;1017;31;24;10;14;8;NA;0;8;"";-1
2013-07-11;23;17;11;12;11;9;94;62;32;1019;1019;1018;31;21;16;14;8;NA;0;8;"";-1
2013-07-12;23;17;11;12;11;9;90;64;32;1022;1021;1020;31;20;8;11;5;NA;0;8;"";-1
2013-07-13;24;18;11;12;11;9;92;60;32;1022;1021;1021;31;17;5;11;8;NA;0;NA;"";-1
2013-07-14;19;16;12;14;13;11;92;79;68;1023;1022;1021;26;15;6;11;8;NA;0;8;"";-1
2013-07-15;24;18;11;12;11;9;92;61;28;1023;1022;1022;31;28;26;11;6;NA;0;8;"";-1
2013-07-16;27;19;11;13;11;7;89;53;20;1024;1023;1022;31;20;11;6;6;NA;0;NA;"";-1
2013-07-17;29;21;13;14;12;11;91;54;26;1024;1023;1022;31;28;26;11;6;NA;0;8;"";-1
2013-07-18;29;21;14;15;13;11;90;54;25;1025;1024;1022;NA;NA;NA;6;5;NA;0;8;"";-1
2013-07-19;27;21;14;15;13;12;89;55;31;1024;1022;1019;31;24;14;18;8;NA;0;NA;"";-1
2013-07-20;28;22;16;15;12;6;86;52;17;1022;1021;1021;31;22;11;11;6;NA;0;8;"Rain";-1
2013-07-21;30;21;12;11;9;8;76;36;16;1024;1022;1020;NA;NA;NA;11;6;NA;0;NA;"";-1
2013-07-22;32;22;13;14;11;7;82;41;14;1020;1018;1015;NA;NA;NA;6;5;NA;0;NA;"";-1
2013-07-23;32;23;14;14;12;9;81;40;17;1016;1014;1013;26;21;16;14;6;NA;0;NA;"";-1
2013-07-24;32;24;16;18;11;9;75;38;18;1015;1014;1012;19;19;19;11;6;NA;1.02;8;"Rain";-1
2013-07-25;29;24;18;18;17;14;98;65;29;1016;1015;1014;31;11;2;11;6;NA;0;8;"Rain";-1
2013-07-26;32;26;19;18;17;13;85;54;22;1015;1014;1013;31;15;6;11;5;NA;0;8;"Rain";-1
2013-07-27;34;26;18;19;19;18;96;63;29;1014;1010;1007;27;16;5;11;5;NA;0;8;"Rain";-1
2013-07-28;32;27;21;21;19;17;88;57;31;1013;1009;1006;31;19;3;11;6;NA;4.06;8;"Rain-Thunderstorm";-1
2013-07-29;25;22;18;20;19;16;99;84;56;1014;1013;1012;26;9;3;14;5;NA;1.02;8;"Rain";-1
2013-07-30;26;21;16;17;14;11;95;62;30;1017;1016;1015;26;11;5;21;11;NA;0;8;"Rain";-1
2013-07-31;25;21;17;16;14;12;87;61;37;1019;1015;1013;31;31;31;21;13;NA;0;8;"Rain";-1
2013-08-01;31;23;16;16;14;13;84;53;26;1019;1017;1015;26;21;14;11;6;NA;0;8;"";-1
2013-08-02;36;27;18;18;15;11;80;45;13;1016;1014;1012;31;29;26;14;8;NA;0;NA;"";-1
2013-08-03;33;26;19;17;16;13;82;46;22;1019;1015;1012;31;28;21;18;6;NA;0;8;"Rain";-1
2013-08-04;26;22;19;17;16;14;75;56;42;1022;1021;1020;31;26;19;18;10;NA;0.51;8;"Thunderstorm";-1
2013-08-05;28;21;13;17;15;13;95;66;29;1022;1020;1015;31;23;18;11;5;NA;0;NA;"";-1
2013-08-06;32;25;18;19;17;14;90;65;26;1016;1014;1013;26;14;6;21;6;NA;4.06;8;"Rain";-1
2013-08-07;23;19;16;18;17;16;99;83;66;1015;1013;1011;23;11;3;11;6;NA;0;8;"Rain";-1
2013-08-08;23;21;17;19;17;14;95;76;49;1019;1014;1010;27;10;3;18;8;NA;0.25;8;"Rain-Thunderstorm";-1
