"Date";"Max_TemperatureC";"Mean_TemperatureC";"Min_TemperatureC";"Dew_PointC";"MeanDew_PointC";"Min_DewpointC";"Max_Humidity";"Mean_Humidity";"Min_Humidity";"Max_Sea_Level_PressurehPa";"Mean_Sea_Level_PressurehPa";"Min_Sea_Level_PressurehPa";"Max_VisibilityKm";"Mean_VisibilityKm";"Min_VisibilitykM";"Max_Wind_SpeedKm_h";"Mean_Wind_SpeedKm_h";"Max_Gust_SpeedKm_h";"Precipitationmm";"CloudCover";"Events";"WindDirDegrees"
2013-01-23;1;0;-1;-1;-2;-2;100;94;85;1010;1008;1006;5;2;0;13;6;NA;0;8;"Fog-Snow";357
2013-01-24;-2;-4;-6;-2;-5;-8;97;86;75;1018;1013;1009;9;5;2;19;11;NA;0;8;"Fog";350
2013-01-25;-1;-2;-3;-3;-4;-6;92;82;67;1021;1019;1017;10;8;5;18;8;NA;0;8;"Snow";24
2013-01-26;-1;-2;-4;-3;-6;-8;80;71;59;1017;1015;1013;11;8;5;18;11;NA;0;7;"";147
2013-01-27;3;1;-2;2;-1;-2;97;84;70;1016;1010;1006;18;8;3;21;14;NA;1.02;6;"Rain";172
2013-01-28;8;3;-1;3;2;-1;100;85;63;1020;1016;1010;31;9;3;26;10;NA;0;4;"";191
2013-01-29;9;7;4;8;6;2;93;86;71;1018;1015;1014;21;10;6;32;24;NA;3.05;7;"Rain";203
2013-01-30;14;11;8;10;9;5;94;77;63;1017;1012;1009;24;10;6;32;23;61;2.03;7;"Rain";223
2013-01-31;11;9;6;6;3;1;76;62;40;1022;1018;1014;13;10;10;32;21;61;1.02;6;"Rain";228
2013-02-01;9;7;6;7;5;3;100;84;54;1017;1005;992;31;11;0;26;14;NA;4.06;7;"Rain";186
2013-02-02;6;3;0;7;1;-3;99;77;61;1014;1004;992;31;14;2;29;14;NA;1.02;7;"Rain";307
2013-02-03;6;2;-1;1;-1;-2;86;68;53;1021;1019;1015;31;12;10;27;13;47;0;7;"Rain-Snow";249
2013-02-04;8;4;2;6;3;0;93;87;70;1016;1013;1012;31;11;6;26;19;45;1.02;7;"Rain-Snow";206
2013-02-05;7;4;1;3;1;-1;100;75;51;1013;1004;1000;31;13;2;35;18;53;4.06;6;"Rain-Snow-Thunderstorm";222
2013-02-06;2;1;0;2;0;-1;100;93;81;1005;999;996;27;10;1;21;13;NA;4.06;7;"Rain-Snow";161
2013-02-07;5;2;-2;1;-1;-3;99;80;58;1013;1010;1006;31;10;2;19;10;NA;1.02;6;"Rain-Snow";263
2013-02-08;3;1;-1;0;-1;-4;100;83;62;1016;1013;1011;27;10;0;19;6;NA;0;7;"Rain-Snow";287
2013-02-09;1;-2;-6;-2;-3;-6;100;83;62;1021;1019;1017;19;8;1;8;5;NA;0;7;"Fog-Rain-Snow";78
2013-02-10;1;-3;-8;-3;-7;-8;94;70;50;1019;1013;1006;31;14;6;21;11;NA;0;2;"";137
2013-02-11;1;-2;-4;-4;-7;-9;62;55;44;1007;1003;1002;27;15;10;26;13;NA;0;7;"";93
2013-02-12;0;-2;-3;-6;-7;-9;74;58;41;1018;1012;1006;14;10;8;19;11;NA;0;8;"";6
2013-02-13;1;0;-3;-4;-6;-8;82;61;44;1028;1024;1018;11;9;6;13;6;NA;0;7;"";40
2013-02-14;2;-3;-8;-4;-6;-8;93;68;48;1027;1022;1016;10;8;5;26;10;NA;0.76;6;"Snow";167
2013-02-15;2;0;-1;2;-1;-2;100;91;81;1024;1020;1016;5;2;0;11;5;NA;2.03;7;"Rain-Snow";180
2013-02-16;5;3;1;3;2;1;100;89;76;1026;1024;1024;10;6;1;11;8;NA;0;7;"Rain";171
2013-02-17;5;3;1;2;1;-1;100;84;69;1025;1023;1022;23;10;0;13;6;NA;0;7;"Fog-Rain";31
2013-02-18;6;2;-2;0;-2;-4;100;71;43;1023;1021;1020;29;11;5;11;8;NA;0;6;"";98
2013-02-19;1;-2;-4;1;-1;-4;100;90;80;1021;1018;1016;11;4;0;11;5;NA;5.08;7;"Rain-Snow";144
2013-02-20;2;1;0;1;-3;-4;100;74;54;1023;1021;1019;31;12;2;19;10;NA;0;7;"Rain-Snow";34
2013-02-21;2;-1;-3;-4;-7;-9;80;62;38;1023;1020;1018;31;14;10;26;14;NA;0;6;"Rain";38
2013-02-22;-1;-3;-6;-6;-8;-10;74;63;39;1018;1014;1012;18;11;5;23;16;NA;0;6;"Rain-Snow";23
2013-02-23;-1;-3;-4;-3;-6;-9;93;79;58;1013;1011;1010;10;6;2;19;14;NA;0.51;7;"Rain-Snow-Hail";3
2013-02-24;1;-2;-4;-1;-3;-5;93;83;71;1016;1013;1012;9;6;2;10;5;NA;0;7;"Rain-Snow";347
2013-02-25;1;-1;-2;-1;-1;-1;100;91;86;1025;1019;1016;4;2;0;11;5;NA;2.03;8;"Fog-Rain-Snow";164
2013-02-26;6;0;-5;2;1;-5;100;84;72;1029;1027;1025;11;8;2;19;10;NA;0;7;"Fog";4
2013-02-27;4;3;2;1;-1;-2;87;78;61;1031;1029;1028;31;12;10;23;13;NA;0;8;"";26
2013-02-28;5;3;1;1;0;-1;87;74;61;1029;1026;1025;16;11;10;14;10;NA;0;8;"Rain";44
2013-03-01;4;3;2;1;-1;-2;81;74;58;1026;1024;1023;29;12;8;14;10;NA;0;8;"Rain";33
2013-03-02;6;3;-1;-2;-4;-5;86;55;33;1026;1024;1022;29;17;10;14;8;NA;0;7;"";66
2013-03-03;7;1;-6;0;-2;-5;98;72;44;1025;1023;1021;11;8;5;14;6;NA;0;2;"";346
2013-03-04;11;3;-4;0;-2;-5;94;59;26;1023;1019;1016;19;14;10;13;6;NA;0;NA;"";105
2013-03-05;12;3;-5;1;-2;-6;94;63;29;1016;1011;1008;14;11;8;10;3;NA;0;0;"";20
2013-03-06;17;7;-3;4;1;-3;94;61;20;1008;1003;1000;27;11;5;14;6;NA;0;8;"";346
2013-03-07;17;11;4;8;4;2;82;61;37;1001;1000;999;31;14;10;13;6;NA;0;8;"Rain";158
2013-03-08;17;12;7;8;7;6;94;71;41;1002;1000;999;14;9;5;14;6;NA;1.02;7;"Rain";267
2013-03-09;16;11;5;9;7;4;100;75;47;1003;1002;1001;31;13;3;21;13;NA;0;5;"Rain";223
2013-03-10;12;8;3;7;4;-1;100;78;48;1002;1000;998;31;13;9;23;11;NA;0;7;"";274
2013-03-11;3;2;1;1;-1;-2;93;80;66;1003;1002;1001;10;7;3;18;13;NA;0;8;"Rain-Snow";9
2013-03-12;-1;-2;-3;-1;-2;-5;100;88;76;1003;999;998;7;4;0;21;14;NA;5.08;7;"Fog-Snow";359
2013-03-13;1;-2;-6;-4;-6;-8;89;73;42;1010;1005;1002;31;11;6;14;10;NA;0;6;"Snow";331
2013-03-14;3;-2;-8;-3;-6;-8;94;74;44;1014;1011;1010;23;10;3;14;6;NA;0;4;"Snow";347
2013-03-15;3;-1;-6;-3;-8;-10;89;53;28;1019;1017;1014;31;17;6;14;10;NA;0;4;"Rain-Snow";311
2013-03-16;9;3;-3;-4;-7;-9;69;40;17;1019;1013;1008;31;20;10;29;14;NA;0;8;"";149
2013-03-17;8;6;3;4;1;-6;93;71;33;1008;1002;997;31;13;8;32;18;NA;3.05;7;"Rain";150
2013-03-18;8;6;2;5;3;1;94;86;64;998;995;993;29;9;3;18;10;NA;0.76;6;"Rain";220
2013-03-19;9;4;-1;4;3;0;100;82;60;1003;1000;995;31;10;2;21;11;35;3.05;6;"Rain";227
2013-03-20;9;5;1;4;3;0;100;84;58;1012;1004;1001;26;11;6;29;10;34;1.02;6;"Rain";224
2013-03-21;7;4;2;1;0;-1;89;72;52;1019;1017;1013;11;9;3;14;8;NA;0;7;"Rain";331
2013-03-22;9;4;-2;0;-2;-4;87;58;36;1019;1015;1012;23;11;6;24;11;NA;0;4;"";60
2013-03-23;4;2;1;-3;-4;-6;61;52;40;1015;1014;1013;21;12;10;23;18;NA;0;7;"";83
2013-03-24;6;3;0;-5;-8;-12;51;39;20;1014;1012;1010;31;19;10;26;18;NA;0;8;"";76
2013-03-25;3;1;-2;-5;-7;-10;69;49;27;1012;1011;1010;27;13;10;23;18;NA;0;7;"Rain-Snow";68
2013-03-26;3;1;-1;-5;-7;-8;69;52;36;1012;1010;1009;19;12;10;21;13;NA;0;7;"";79
2013-03-27;4;0;-3;-6;-7;-8;74;52;30;1012;1010;1008;19;12;10;18;10;NA;0;5;"";98
2013-03-28;9;4;-1;-2;-4;-6;69;50;33;1010;1007;1005;10;8;5;14;6;NA;0;6;"Rain";359
2013-03-29;6;3;0;-1;-3;-5;81;59;38;1010;1008;1006;10;7;3;18;8;NA;0;4;"Rain-Snow";74
2013-03-30;8;3;-2;-1;-3;-5;87;57;34;1008;1005;1004;10;7;2;23;13;NA;0;5;"";8
2013-03-31;6;2;-2;-2;-5;-8;87;54;25;1012;1010;1008;16;9;3;19;11;NA;0;6;"Snow";3
2013-04-01;7;2;-3;-4;-6;-8;80;47;25;1012;1009;1007;31;16;10;21;11;NA;0;4;"";46
2013-04-02;9;3;-3;-5;-6;-7;69;44;21;1011;1009;1007;27;17;10;21;14;NA;0;4;"";61
2013-04-03;6;4;3;-3;-4;-6;65;50;32;1013;1012;1011;14;10;8;21;13;NA;0;8;"Snow";60
2013-04-04;12;7;2;-1;-3;-5;65;48;25;1013;1009;1006;11;10;6;21;13;34;0;6;"";66
2013-04-05;5;2;0;-1;-2;-3;80;63;48;1013;1008;1006;14;9;6;16;13;NA;0;7;"";26
2013-04-06;7;4;3;2;-2;-2;81;60;40;1022;1017;1013;18;11;10;18;11;NA;0;8;"Rain";29
2013-04-07;11;6;0;2;-3;-6;93;54;21;1023;1020;1016;31;14;5;19;10;NA;0;5;"Rain";35
2013-04-08;11;4;-2;5;-1;-4;83;57;33;1016;1007;1004;18;12;6;14;10;NA;0;6;"Rain";147
2013-04-09;12;8;4;7;5;3;100;83;48;1005;1003;1001;31;10;3;21;11;37;4.06;6;"Rain";178
2013-04-10;13;10;7;7;6;3;93;72;38;1010;1007;1003;31;12;8;27;16;45;0;7;"Rain";224
2013-04-11;16;12;8;13;11;5;100;86;64;1010;1003;1000;31;11;3;26;14;NA;2.03;7;"Rain";186
2013-04-12;16;12;9;12;7;5;100;71;43;1011;1005;1000;26;10;5;32;14;40;3.05;5;"Rain-Thunderstorm";220
2013-04-13;17;12;7;8;5;1;90;63;28;1024;1019;1011;27;12;10;21;14;NA;0.76;6;"Rain";214
2013-04-14;23;16;8;10;7;5;71;49;26;1025;1024;1021;10;10;10;18;11;NA;0;8;"Rain";172
2013-04-15;26;17;8;11;8;4;88;47;17;1022;1020;1017;31;30;29;21;11;NA;0;8;"";227
2013-04-16;23;18;12;13;10;6;88;57;25;1022;1020;1018;26;10;5;21;8;NA;0;4;"Rain";283
2013-04-17;24;19;13;11;8;7;75;46;26;1024;1022;1017;31;26;10;18;8;NA;0;8;"";160
2013-04-18;23;19;14;13;8;-1;66;45;19;1021;1017;1015;31;31;31;24;16;NA;0;8;"";234
2013-04-19;15;11;8;6;2;-4;71;45;18;1025;1023;1021;10;10;10;21;11;NA;0;8;"";335
2013-04-20;13;11;8;4;2;1;71;52;33;1027;1025;1023;31;13;10;27;16;47;0;7;"Rain";34
2013-04-21;14;11;9;6;3;1;62;52;39;1023;1019;1016;31;14;10;14;10;NA;0;7;"";312
2013-04-22;18;13;9;8;5;3;81;56;28;1018;1017;1016;14;11;8;11;6;NA;0;7;"";279
2013-04-23;19;13;7;7;3;1;85;48;20;1025;1022;1019;26;14;6;16;8;NA;0;8;"";223
2013-04-24;23;14;5;9;7;4;93;56;23;1028;1026;1024;31;20;10;11;5;NA;0;NA;"";142
2013-04-25;26;16;7;11;7;3;96;51;18;1026;1023;1019;31;25;14;11;6;NA;0;NA;"";179
2013-04-26;19;14;9;14;11;7;98;75;49;1019;1011;1006;31;15;3;18;10;NA;2.03;7;"Rain";202
2013-04-27;8;7;6;13;6;4;99;89;80;1011;1008;1006;23;11;2;24;16;NA;3.05;8;"Rain";356
2013-04-28;10;8;6;7;5;4;94;78;62;1017;1015;1011;27;11;5;14;8;NA;0;8;"Rain";20
2013-04-29;15;10;4;8;6;4;100;71;45;1021;1018;1016;31;15;8;18;8;NA;0;6;"Rain";189
2013-04-30;11;10;8;9;8;7;100;91;82;1023;1021;1020;18;7;3;19;8;NA;5.08;7;"Rain";353
2013-05-01;17;12;8;11;9;8;95;74;56;1023;1020;1017;16;9;3;19;10;NA;0;7;"Rain";34
2013-05-02;20;14;9;11;9;9;95;67;43;1020;1018;1016;24;11;5;18;8;NA;0;5;"Rain";10
2013-05-03;19;14;11;13;10;8;96;71;45;1018;1015;1014;31;12;5;18;10;NA;4.06;7;"Rain";23
2013-05-04;17;14;11;13;12;11;100;87;64;1021;1019;1016;27;9;2;18;8;NA;2.03;6;"Rain-Thunderstorm";183
2013-05-05;22;14;7;12;9;6;100;65;30;1024;1022;1020;31;9;3;14;8;NA;0;2;"";18
2013-05-06;23;16;9;12;9;7;83;54;24;1021;1017;1014;31;23;10;13;8;NA;0;1;"";8
2013-05-07;20;17;12;14;12;8;100;77;47;1016;1015;1014;31;11;1;14;8;NA;9.91;5;"Rain";196
2013-05-08;23;16;8;13;9;6;100;61;33;1015;1013;1011;31;19;10;14;8;NA;0.51;7;"Rain";190
2013-05-09;21;18;14;15;13;10;97;69;47;1015;1014;1012;26;12;10;18;11;NA;0;6;"Rain";203
2013-05-10;19;16;11;12;8;4;93;58;29;1019;1016;1013;27;12;10;24;10;NA;0;6;"Rain";256
2013-05-11;17;14;11;10;8;4;90;66;34;1019;1016;1014;31;14;10;19;10;NA;0;7;"Rain";216
2013-05-12;16;11;7;9;6;3;93;67;37;1021;1016;1014;31;12;10;35;14;55;2.03;6;"Rain";261
2013-05-13;15;12;8;11;8;7;95;84;67;1021;1017;1015;31;12;5;21;11;NA;0;7;"Rain";197
2013-05-14;18;13;8;11;9;7;92;68;46;1016;1011;1005;31;12;10;21;11;NA;0;6;"";180
2013-05-15;22;14;7;13;10;7;97;67;38;1005;1002;1002;31;16;10;21;8;NA;0.51;6;"Rain";227
2013-05-16;18;13;8;13;12;8;100;81;60;1003;998;996;31;14;8;11;6;NA;0.51;6;"Rain";331
2013-05-17;13;12;12;12;11;9;94;83;75;1005;1001;998;27;11;2;14;8;NA;0.76;7;"Rain";262
2013-05-18;21;16;9;10;8;5;92;57;25;1010;1008;1006;27;13;10;14;8;NA;0;5;"";171
2013-05-19;19;14;10;11;9;7;100;77;44;1010;1008;1006;31;12;3;26;11;NA;11.94;7;"Rain";224
2013-05-20;13;12;10;11;8;7;98;81;63;1014;1011;1010;24;11;5;29;16;40;3.05;7;"Rain";210
2013-05-21;17;13;9;11;9;7;94;76;56;1013;1011;1010;14;10;8;21;13;NA;0;7;"Rain";209
2013-05-22;12;11;9;11;7;5;94;76;53;1015;1012;1008;27;10;5;32;14;NA;0.51;7;"Rain";322
2013-05-23;11;8;6;8;6;4;95;82;62;1015;1009;1006;31;13;3;21;10;NA;6.1;7;"Rain";217
2013-05-24;13;8;3;5;3;-2;100;68;29;1013;1012;1011;31;12;6;16;6;NA;0;5;"Rain";158
2013-05-25;15;8;1;6;3;0;98;59;28;1014;1013;1012;31;15;8;24;10;NA;0.51;5;"Rain";344
2013-05-26;10;9;7;9;7;5;96;88;62;1015;1012;1011;14;9;5;18;13;NA;20.07;7;"Rain";237
2013-05-27;18;13;8;10;8;5;100;70;39;1013;1011;1008;31;11;5;14;8;NA;0.51;7;"Rain";180
2013-05-28;23;13;4;12;7;4;100;59;19;1009;1004;999;31;17;8;26;5;48;6.1;6;"Rain";138
2013-05-29;12;10;9;12;9;7;100;88;76;1007;1003;1001;31;12;5;19;10;NA;7.87;7;"Rain";225
2013-05-30;18;12;6;9;7;5;100;66;34;1008;1007;1006;21;9;5;14;10;NA;0.51;6;"Rain";288
2013-05-31;17;13;10;14;12;8;97;87;57;1007;1004;1001;31;9;2;26;14;NA;10.92;8;"Rain";325
2013-06-01;16;13;12;13;11;9;100;83;67;1017;1012;1007;27;10;3;34;16;50;7.87;8;"Rain";318
2013-06-02;19;14;9;9;5;3;76;49;24;1024;1021;1017;27;14;10;26;19;47;0;3;"";330
2013-06-03;17;13;10;8;4;2;72;49;31;1026;1025;1023;10;10;10;19;13;NA;0;8;"";1
2013-06-04;22;16;11;9;7;4;76;50;22;1024;1020;1018;NA;NA;NA;21;11;NA;0;8;"Rain";353
2013-06-05;24;16;8;13;11;8;95;55;29;1019;1017;1016;31;19;10;11;6;NA;0;5;"";83
2013-06-06;26;19;11;12;8;6;84;48;18;1020;1019;1017;31;19;10;13;6;NA;0;8;"";38
2013-06-07;26;19;11;13;11;8;87;53;23;1020;1019;1017;31;23;10;14;6;NA;0;5;"";40
2013-06-08;27;19;12;16;14;12;94;59;34;1018;1014;1010;31;18;10;16;6;NA;0;3;"Rain";29
2013-06-09;21;18;15;16;14;13;95;76;51;1011;1009;1007;31;12;2;14;8;NA;10.92;5;"Rain-Thunderstorm";290
2013-06-10;17;14;11;14;13;11;100;89;77;1015;1011;1008;14;7;2;16;10;NA;3.05;7;"Rain";312
2013-06-11;23;17;11;14;11;7;100;66;25;1019;1017;1015;31;9;2;13;5;NA;0;6;"Rain";301
2013-06-12;24;18;12;16;13;11;92;66;47;1021;1019;1019;31;17;10;18;8;NA;0;7;"Rain";186
2013-06-13;27;21;14;17;15;13;94;64;35;1019;1016;1011;31;15;2;43;11;64;16;5;"Rain";183
2013-06-14;20;15;10;13;9;7;100;63;35;1023;1021;1018;31;14;3;14;8;NA;0;5;"Rain";161
2013-06-15;23;17;9;15;12;9;96;62;31;1018;1015;1014;31;18;10;26;11;NA;0;5;"";219
2013-06-16;26;18;11;13;10;6;89;49;25;1018;1016;1014;31;15;10;14;8;NA;0;4;"";159
2013-06-17;34;24;14;21;16;12;82;54;28;1015;1012;1009;31;24;10;11;6;NA;0;8;"Rain";348
2013-06-18;34;27;19;21;18;15;92;53;27;1015;1014;1012;27;17;10;16;6;NA;0;8;"";27
2013-06-19;35;28;21;22;18;14;78;46;24;1013;1010;1008;31;28;21;14;8;NA;0;8;"";190
2013-06-20;27;24;17;21;18;16;94;67;43;1015;1011;1009;24;8;2;27;10;52;1.02;7;"Rain";324
2013-06-21;24;20;15;16;13;11;100;65;38;1018;1015;1014;26;11;8;26;14;NA;0;5;"Rain";227
2013-06-22;23;18;12;15;13;11;92;60;43;1019;1017;1014;31;14;10;18;11;NA;0.25;5;"";202
2013-06-23;21;18;14;14;9;7;88;54;30;1018;1015;1014;16;10;8;26;16;45;3.05;6;"Rain";238
2013-06-24;18;16;13;13;11;9;95;74;52;1024;1020;1018;31;12;10;26;11;NA;9.91;6;"Rain";285
2013-06-25;19;16;12;12;10;7;94;74;48;1028;1025;1024;31;13;2;18;10;NA;7.11;7;"Rain";319
2013-06-26;17;12;7;10;6;3;96;58;33;1029;1028;1027;31;13;10;16;10;NA;0;6;"";343
2013-06-27;16;13;11;13;11;9;93;82;69;1027;1024;1022;31;14;2;18;8;NA;4.06;7;"Rain";189
2013-06-28;19;14;9;12;9;7;96;64;39;1023;1021;1020;31;13;8;14;8;NA;0;6;"Rain";240
2013-06-29;21;17;13;16;12;9;100;74;39;1023;1019;1017;31;11;3;32;14;NA;5.08;6;"Rain";274
2013-06-30;22;14;7;11;8;7;96;58;31;1025;1024;1021;31;18;10;11;6;NA;0;5;"";300
2013-07-01;25;17;9;14;11;9;97;59;27;1022;1019;1016;31;22;18;14;8;NA;0;8;"";179
2013-07-02;26;19;12;15;13;11;95;60;32;1017;1015;1012;31;16;10;11;5;NA;0;2;"";175
2013-07-03;20;18;16;18;16;14;95;82;61;1016;1012;1010;31;11;5;19;11;NA;7.87;7;"Rain";204
2013-07-04;23;18;14;17;16;13;100;76;48;1025;1021;1016;31;10;2;14;5;NA;0.25;7;"Fog-Rain";292
2013-07-05;25;19;13;16;14;13;94;66;38;1029;1027;1025;29;16;10;13;6;NA;0;4;"";4
2013-07-06;28;22;16;16;14;12;88;55;30;1029;1027;1026;31;21;10;16;10;NA;0;4;"";38
2013-07-07;28;22;17;16;13;7;78;47;18;1028;1027;1026;31;24;10;19;11;NA;0;4;"";30
2013-07-08;28;22;16;13;12;10;72;45;23;1029;1027;1025;31;31;31;19;13;NA;0;8;"";36
2013-07-09;28;22;17;15;13;10;73;46;24;1026;1022;1020;31;30;26;21;11;NA;0;8;"";35
2013-07-10;28;22;17;16;14;11;78;53;24;1020;1017;1015;31;19;10;26;11;40;0;1;"";349
2013-07-11;23;18;13;12;9;8;72;50;26;1020;1019;1018;31;15;10;19;13;NA;0;2;"";23
2013-07-12;25;18;11;12;9;7;84;51;22;1022;1020;1019;31;19;10;14;10;NA;0;3;"";2
2013-07-13;26;19;13;13;11;8;83;49;22;1021;1021;1020;31;19;10;14;10;NA;0;NA;"";9
2013-07-14;27;20;13;13;11;8;79;48;21;1023;1022;1020;31;22;14;16;10;NA;0;NA;"";342
2013-07-15;27;20;14;14;12;9;82;52;23;1023;1022;1021;31;20;10;16;10;NA;0;1;"";9
2013-07-16;29;21;12;13;11;9;94;48;20;1023;1022;1020;31;24;10;14;5;NA;0;8;"";32
2013-07-17;28;22;16;15;12;11;77;46;23;1022;1021;1020;31;25;16;14;10;NA;0;8;"";21
2013-07-18;31;25;19;14;13;8;64;42;17;1022;1021;1019;31;30;27;23;13;42;0;8;"";24
2013-07-19;30;24;18;15;13;11;68;43;20;1021;1020;1018;31;30;29;21;13;35;0;8;"";10
2013-07-20;30;23;17;15;14;13;74;47;25;1020;1019;1017;31;28;21;18;11;NA;0;8;"";10
2013-07-21;32;25;18;14;12;8;64;34;14;1020;1019;1017;31;30;24;14;10;NA;0;8;"";100
2013-07-22;33;26;17;16;12;9;78;40;14;1018;1016;1013;31;23;5;13;6;NA;0;8;"";64
2013-07-23;32;24;17;19;16;11;85;53;18;1015;1013;1011;31;17;10;23;6;NA;3.05;5;"Rain-Thunderstorm";356
2013-07-24;27;23;18;21;18;17;84;68;48;1016;1015;1013;31;15;6;18;8;NA;0;5;"Rain-Thunderstorm";209
2013-07-25;29;23;17;19;18;15;97;63;34;1016;1016;1014;31;13;5;16;6;NA;0;6;"Rain-Thunderstorm";206
2013-07-26;33;26;17;20;17;13;94;54;20;1016;1014;1011;31;20;10;21;6;NA;0;7;"Rain";166
2013-07-27;37;28;18;20;16;11;89;45;15;1012;1009;1005;31;24;14;19;8;NA;0;8;"";205
2013-07-28;29;24;19;21;19;16;90;67;35;1015;1012;1005;31;19;10;23;11;NA;3.05;7;"Rain";274
2013-07-29;24;21;18;18;17;15;95;75;50;1019;1016;1014;29;13;10;19;10;NA;0;6;"Rain";229
2013-07-30;27;22;17;17;13;9;89;56;23;1021;1020;1019;31;16;10;24;14;42;0;5;"Rain";228
2013-07-31;27;24;20;16;14;13;68;52;30;1020;1020;1019;10;10;10;19;13;NA;0;6;"Rain";259
2013-08-01;33;23;13;16;13;10;92;49;15;1020;1016;1013;10;10;10;14;5;NA;0;8;"";124
2013-08-02;36;27;17;17;14;12;86;40;14;1015;1014;1011;31;25;19;18;10;NA;0;8;"";184
2013-08-03;31;25;19;18;15;10;79;45;26;1021;1018;1012;31;24;10;18;10;NA;0;7;"Rain";264
2013-08-04;30;24;18;14;12;9;69;40;20;1022;1021;1019;10;10;10;14;6;NA;0;8;"";327
2013-08-05;33;24;15;17;14;12;80;46;20;1021;1016;1012;NA;NA;NA;14;6;NA;0;8;"";116
2013-08-06;32;26;18;18;16;14;95;61;31;1016;1015;1013;31;22;6;48;8;76;12.95;7;"Rain-Thunderstorm";306
2013-08-07;28;22;17;19;18;16;100;75;48;1014;1011;1010;31;14;3;18;8;NA;0.51;6;"Rain";194
2013-08-08;22;19;17;18;16;13;94;75;53;1020;1016;1014;29;13;10;18;11;NA;0;7;"Rain";352
2013-08-09;23;19;15;14;13;11;87;61;37;1022;1021;1020;31;16;10;13;5;NA;0;5;"";262
2013-08-10;26;20;14;15;12;7;87;56;22;1021;1020;1019;31;19;10;21;10;NA;0;3;"";254
2013-08-11;24;19;14;12;9;7;68;45;29;1021;1020;1017;31;19;10;13;8;NA;0;7;"";262
2013-08-12;27;19;12;15;11;8;94;54;22;1019;1016;1013;31;20;10;27;10;NA;0;6;"Rain-Thunderstorm";198
2013-08-13;22;17;12;15;10;7;100;57;25;1022;1019;1017;27;12;6;19;8;NA;0;4;"";272
2013-08-14;22;16;10;11;6;1;87;48;15;1024;1023;1022;31;19;8;14;6;NA;0;5;"";7
