"Date";"Max_TemperatureC";"Mean_TemperatureC";"Min_TemperatureC";"Dew_PointC";"MeanDew_PointC";"Min_DewpointC";"Max_Humidity";"Mean_Humidity";"Min_Humidity";"Max_Sea_Level_PressurehPa";"Mean_Sea_Level_PressurehPa";"Min_Sea_Level_PressurehPa";"Max_VisibilityKm";"Mean_VisibilityKm";"Min_VisibilitykM";"Max_Wind_SpeedKm_h";"Mean_Wind_SpeedKm_h";"Max_Gust_SpeedKm_h";"Precipitationmm";"CloudCover";"Events";"WindDirDegrees"
2013-01-30;13;9;5;8;7;3;93;78;59;1010;1006;1002;13;10;5;35;24;55;4.06;6;"Rain";245
2013-01-31;8;4;1;3;1;-1;93;66;40;1012;1008;1004;31;11;5;40;27;71;0.76;5;"Rain-Snow";253
2013-02-01;7;4;1;2;1;0;93;75;53;1008;1002;989;31;13;10;32;21;48;3.05;7;"Rain";227
2013-02-02;2;1;-1;3;1;-4;100;91;68;1008;996;987;31;10;3;35;16;NA;1.02;7;"Rain-Snow-Hail";294
2013-02-03;2;-1;-3;0;-3;-4;100;84;61;1014;1011;1004;31;12;3;29;13;42;0.25;6;"Rain-Snow";262
2013-02-04;5;2;0;3;1;-1;100;87;74;1008;1005;1002;26;11;1;35;21;50;3.05;6;"Rain-Snow";252
2013-02-05;7;3;-1;2;-1;-4;93;73;53;1007;1000;996;31;12;6;39;19;64;1.02;6;"Rain-Snow";234
2013-02-06;2;-1;-4;-1;-4;-6;100;76;41;1003;999;997;31;9;1;18;10;NA;0;4;"Fog-Snow";227
2013-02-07;1;-2;-6;-1;-3;-6;100;89;64;1010;1005;1001;26;10;1;14;11;NA;0.76;6;"Snow";244
2013-02-08;-1;-2;-3;-2;-3;-5;100;87;65;1015;1010;1008;19;10;1;14;10;NA;0.25;6;"Snow";253
2013-02-09;-1;-2;-4;-3;-4;-7;93;83;56;1019;1016;1012;27;11;3;14;8;NA;0.25;6;"Snow";263
2013-02-10;0;-3;-7;-4;-6;-8;100;82;56;1019;1015;1012;31;11;0;18;6;NA;0;4;"Fog-Snow";106
2013-02-11;-1;-4;-7;-5;-7;-9;93;73;51;1014;1009;1008;18;10;5;23;14;NA;0;6;"";98
2013-02-12;-2;-3;-3;-3;-4;-7;100;87;59;1015;1010;1008;13;4;1;19;14;NA;2.03;7;"Fog-Snow";44
2013-02-13;-2;-3;-3;-2;-3;-4;100;95;84;1028;1021;1014;6;3;1;13;8;NA;0.25;7;"Rain-Snow";335
2013-02-14;-1;-3;-4;-3;-4;-4;100;91;76;1029;1023;1018;7;4;0;14;6;NA;0;7;"Fog-Rain-Snow";60
2013-02-15;1;-2;-4;-2;-3;-5;100;87;67;1022;1018;1016;8;6;3;13;6;NA;0;7;"Fog-Snow";98
2013-02-16;2;0;-2;0;-1;-2;100;93;78;1025;1022;1020;4;2;1;10;5;NA;0;7;"Fog-Snow";170
2013-02-17;0;-1;-1;0;-1;-2;100;98;89;1026;1024;1023;3;1;0;11;5;NA;0;7;"Fog-Rain-Snow";35
2013-02-18;0;-1;-2;-1;-2;-4;100;91;70;1025;1021;1017;16;5;2;13;5;NA;0;7;"Rain-Snow";337
2013-02-19;-1;-1;-2;0;-1;-4;100;95;70;1019;1012;1009;18;5;0;26;14;37;3.05;7;"Fog-Snow";291
2013-02-20;-2;-3;-4;-2;-3;-5;100;95;79;1023;1018;1014;16;7;1;19;14;NA;1.02;7;"Snow";331
2013-02-21;-4;-6;-6;-5;-6;-7;100;90;75;1023;1020;1019;10;6;1;11;8;NA;0.25;7;"Snow";354
2013-02-22;-4;-6;-6;-5;-7;-9;100;87;69;1021;1016;1013;6;4;1;27;13;NA;0.25;7;"Snow";50
2013-02-23;-1;-3;-5;-1;-4;-7;100;94;78;1015;1011;1008;10;4;0;26;18;NA;5.08;7;"Snow";45
2013-02-24;1;-1;-2;1;0;-2;100;98;89;1016;1012;1009;6;3;0;14;6;NA;4.06;7;"Fog-Rain-Snow";41
2013-02-25;2;1;0;1;1;0;100;95;85;1026;1019;1014;5;3;0;19;11;NA;0.51;7;"Fog-Rain";59
2013-02-26;0;0;0;1;0;-1;100;98;88;1032;1028;1025;4;1;0;14;8;NA;0;7;"Fog-Rain";19
2013-02-27;1;0;-1;1;0;-1;100;98;92;1033;1030;1029;5;2;0;13;8;NA;0;7;"Fog-Rain";29
2013-02-28;2;1;0;2;1;-2;100;94;76;1031;1026;1022;7;4;0;14;5;NA;0;7;"Fog-Rain";311
2013-03-01;1;0;-1;0;-1;-2;100;89;74;1025;1021;1020;26;9;1;21;14;NA;0.25;7;"Rain-Snow";277
2013-03-02;2;0;-3;-1;-2;-4;100;84;62;1026;1022;1019;23;10;3;18;10;NA;0;5;"";251
2013-03-03;2;0;-2;-1;-2;-3;93;83;67;1025;1020;1018;27;12;3;21;14;NA;0;6;"Snow";273
2013-03-04;7;3;-1;-1;-3;-5;93;65;31;1025;1022;1019;31;18;10;23;8;NA;0;4;"";166
2013-03-05;8;5;2;-1;-3;-6;65;51;36;1021;1014;1009;27;23;18;35;24;NA;0;NA;"";156
2013-03-06;12;7;2;0;-2;-3;70;52;22;1010;1006;1003;31;26;19;29;21;NA;0;NA;"";144
2013-03-07;11;7;3;5;3;-1;93;74;53;1005;1003;1002;31;12;5;26;13;NA;0;7;"Rain";87
2013-03-08;5;2;-1;4;1;-1;100;95;87;1007;1005;1004;7;4;1;26;16;NA;0;7;"Fog-Rain-Snow";75
2013-03-09;1;0;-1;1;-1;-2;100;96;87;1007;1004;1000;7;5;3;21;14;NA;2.03;7;"Rain";80
2013-03-10;10;3;-4;6;1;-4;100;94;61;1002;999;997;13;3;0;18;8;NA;2.03;6;"Fog-Rain-Snow";13
2013-03-11;-5;-6;-6;-4;-7;-8;100;88;77;1008;1004;1000;13;9;2;18;13;NA;0;6;"Rain-Snow";346
2013-03-12;-4;-6;-6;-6;-7;-8;100;87;70;1008;1004;1001;11;5;1;19;10;NA;2.03;7;"Snow";39
2013-03-13;-4;-6;-7;-6;-7;-9;100;84;61;1009;1003;1001;24;7;1;14;8;NA;0;7;"Snow";348
2013-03-14;-3;-7;-11;-5;-9;-12;100;77;45;1012;1008;1006;27;11;0;14;6;NA;0;3;"Fog";302
2013-03-15;-2;-4;-7;-5;-7;-9;100;86;55;1020;1014;1010;23;5;0;19;8;NA;0;6;"Fog-Snow";298
2013-03-16;2;-4;-11;-8;-10;-12;93;62;26;1022;1017;1014;31;18;6;21;11;NA;0;NA;"";157
2013-03-17;3;-1;-4;-6;-8;-11;69;50;30;1016;1009;1002;26;22;18;35;24;52;0;8;"";141
2013-03-18;4;2;-1;0;-3;-7;100;70;45;1004;997;990;26;10;1;35;24;50;0;7;"Snow";117
2013-03-19;-1;-2;-3;0;-3;-4;100;91;74;1003;995;990;10;4;1;21;13;NA;0.25;7;"Snow";279
2013-03-20;3;1;-2;2;-2;-4;93;82;60;1008;1005;1001;14;10;5;19;10;NA;0;6;"Rain-Snow";1
2013-03-21;3;0;-2;1;-2;-4;100;90;73;1020;1014;1007;14;6;0;21;11;NA;0.51;6;"Fog-Rain-Snow";306
2013-03-22;-2;-3;-5;-2;-4;-7;100;87;61;1023;1020;1017;14;9;5;23;13;NA;0;6;"Snow";355
2013-03-23;-4;-7;-10;-7;-13;-17;86;59;26;1026;1023;1020;31;14;10;34;23;NA;0;5;"Snow";75
2013-03-24;-2;-7;-12;-10;-14;-17;74;52;27;1026;1022;1019;31;28;26;40;23;58;0;NA;"";84
2013-03-25;-1;-4;-7;-10;-11;-12;74;58;32;1022;1017;1014;31;27;18;45;29;53;0;8;"";77
2013-03-26;1;-3;-8;-9;-11;-14;80;53;19;1017;1014;1012;31;23;18;37;19;NA;0;8;"";62
2013-03-27;1;-2;-5;-5;-9;-12;80;58;24;1015;1013;1012;31;17;8;35;19;48;0;8;"Snow";77
2013-03-28;1;-1;-3;-2;-4;-6;93;79;60;1014;1011;1007;11;8;5;21;13;NA;0;7;"Snow";108
2013-03-29;1;-1;-3;0;-2;-3;100;87;62;1009;1005;1003;10;5;1;29;14;45;0;7;"Snow";223
2013-03-30;3;0;-3;-2;-4;-6;100;77;46;1010;1006;1005;11;6;1;13;6;NA;0;7;"Snow";319
2013-03-31;0;-2;-4;-2;-3;-4;100;86;71;1011;1008;1007;14;6;2;19;10;NA;0;7;"Rain-Snow";343
2013-04-01;1;-1;-3;-3;-3;-5;93;82;59;1013;1010;1007;27;10;3;14;11;NA;0;6;"Snow";332
2013-04-02;2;-1;-4;-3;-4;-6;100;76;48;1017;1013;1011;31;12;4;27;11;NA;0;6;"Snow";69
2013-04-03;1;0;-1;-3;-4;-6;86;71;52;1018;1016;1014;18;11;7;26;16;NA;0;7;"Snow";48
2013-04-04;1;0;-2;-2;-3;-4;93;81;62;1017;1013;1011;13;9;2;11;10;NA;0;7;"Rain-Snow";31
2013-04-05;2;1;-1;0;-2;-2;93;83;63;1013;1009;1008;14;8;4;14;8;NA;0;7;"Rain-Snow";22
2013-04-06;1;1;0;0;-1;-1;100;93;79;1022;1016;1011;10;4;0;14;10;NA;0;7;"Fog-Rain-Snow";335
2013-04-07;6;2;-1;0;-3;-6;100;71;28;1023;1020;1016;31;6;0;14;6;NA;0;6;"Fog-Rain-Snow";303
2013-04-08;8;2;-4;-3;-6;-8;86;53;20;1018;1011;1007;31;28;19;26;13;NA;0;8;"";127
2013-04-09;11;7;2;2;-2;-6;81;56;30;1008;1005;1003;31;13;9;23;13;NA;1.02;6;"Rain-Snow";124
2013-04-10;11;7;3;7;4;2;100;82;57;1009;1006;1003;31;11;3;21;10;NA;6.1;6;"Fog-Rain";188
2013-04-11;14;9;4;9;5;2;87;74;49;1009;1005;1001;31;14;10;32;16;NA;1.02;6;"Rain";183
2013-04-12;12;10;8;10;7;3;94;78;52;1007;1002;998;31;11;6;29;16;39;0.76;7;"Rain";213
2013-04-13;13;10;7;7;4;3;87;69;42;1024;1015;1007;31;12;10;45;18;63;2.03;5;"Rain";237
2013-04-14;17;11;4;6;5;3;93;66;31;1028;1026;1024;31;16;10;14;10;29;0;5;"Rain";177
2013-04-15;21;15;9;6;4;0;67;45;23;1026;1022;1019;NA;NA;NA;32;18;NA;0;NA;"";156
2013-04-16;19;16;12;11;4;-1;82;43;21;1021;1019;1018;31;15;10;29;19;NA;0.25;6;"Rain";165
2013-04-17;21;16;12;10;8;4;82;57;23;1024;1021;1019;31;19;10;18;10;NA;0;7;"";212
2013-04-18;26;20;13;12;9;6;72;51;21;1020;1016;1012;31;25;10;29;16;NA;0.25;7;"Rain";208
2013-04-19;16;13;10;6;3;-1;62;46;24;1024;1021;1017;31;18;10;14;10;NA;0;8;"Rain";301
2013-04-20;12;9;6;4;2;-1;81;60;33;1029;1027;1024;31;16;10;18;11;NA;0;7;"";15
2013-04-21;17;9;2;6;4;-1;93;61;36;1027;1020;1014;31;25;19;29;13;NA;0;NA;"";65
2013-04-22;16;12;8;10;7;5;87;69;49;1017;1015;1013;27;14;8;16;8;NA;0;7;"Rain";286
2013-04-23;19;13;8;8;5;1;87;55;20;1023;1019;1017;26;12;6;29;11;NA;0;6;"";256
2013-04-24;19;14;10;10;8;7;82;61;35;1027;1024;1023;26;13;10;19;8;NA;0;5;"";245
2013-04-25;21;17;12;12;9;6;72;58;36;1025;1023;1019;31;17;10;13;10;NA;0;5;"";270
2013-04-26;25;19;12;10;8;5;82;50;18;1019;1010;1003;31;20;10;21;14;NA;1.02;6;"Rain";237
2013-04-27;8;7;6;12;8;6;100;93;62;1009;1006;1002;31;7;3;21;11;NA;1.02;7;"Rain";345
2013-04-28;10;7;3;6;4;2;100;80;53;1018;1014;1009;27;11;3;21;13;NA;0;7;"Rain";22
2013-04-29;14;11;8;9;6;4;87;71;49;1020;1016;1014;31;12;8;19;10;NA;0.25;7;"Rain";218
2013-04-30;13;10;7;8;6;3;93;74;43;1024;1021;1020;31;14;4;14;8;NA;2.03;8;"Rain";21
2013-05-01;12;10;7;8;7;6;100;81;62;1026;1023;1020;19;9;3;26;11;NA;0;6;"Rain";73
2013-05-02;13;11;8;11;9;7;100;87;71;1022;1019;1018;11;6;2;13;6;NA;0.25;7;"Rain";16
2013-05-03;13;10;8;9;6;4;100;72;47;1019;1017;1015;31;12;3;21;10;NA;0;7;"Rain";7
2013-05-04;16;11;7;9;7;5;93;70;51;1019;1017;1016;26;14;10;13;5;NA;0;5;"Rain";247
2013-05-05;20;15;10;11;8;5;88;63;27;1024;1022;1020;31;14;8;14;8;NA;0;4;"";151
2013-05-06;19;14;10;13;10;7;100;71;36;1024;1021;1017;26;11;2;27;11;NA;0.76;6;"Rain";80
2013-05-07;21;17;12;17;14;11;100;88;57;1018;1015;1013;24;8;0;19;8;NA;3.05;6;"Fog-Rain-Thunderstorm";111
2013-05-08;23;18;13;16;13;12;100;76;43;1015;1014;1012;26;12;6;26;13;39;0;3;"Fog-Rain";160
2013-05-09;21;17;14;16;13;11;94;77;51;1015;1013;1012;31;15;10;18;11;NA;0;6;"Rain-Thunderstorm";189
2013-05-10;15;13;12;14;12;9;100;86;66;1016;1013;1011;31;15;10;14;6;NA;7.11;8;"Rain";230
2013-05-11;16;13;11;11;8;4;94;74;33;1016;1015;1013;31;14;10;11;5;NA;0;7;"Rain";302
2013-05-12;17;12;8;10;7;4;88;74;42;1017;1013;1011;31;13;10;26;10;42;0.51;5;"Rain-Thunderstorm";252
2013-05-13;15;10;6;8;5;3;82;68;41;1018;1015;1013;31;11;10;29;13;37;0;4;"Rain";240
2013-05-14;18;14;11;9;7;4;82;60;31;1014;1011;1009;10;10;10;19;14;NA;0;5;"";205
2013-05-15;23;17;10;9;8;5;76;51;21;1010;1005;1002;NA;NA;NA;32;18;NA;0;NA;"";144
2013-05-16;24;18;13;11;10;8;82;55;30;1003;1000;997;31;14;10;32;18;47;0;6;"Rain";145
2013-05-17;25;21;16;14;11;9;77;56;33;1001;999;998;31;12;10;29;18;NA;0;5;"Rain";144
2013-05-18;17;14;12;14;12;9;94;80;54;1011;1006;1001;31;10;3;26;11;40;7.87;6;"Rain";243
2013-05-19;23;16;8;13;10;8;100;71;28;1011;1007;1004;31;7;0;45;8;66;2.03;4;"Fog-Rain-Thunderstorm";60
2013-05-20;18;14;11;13;8;6;94;66;35;1012;1009;1005;10;10;10;29;13;NA;0;5;"Rain";241
2013-05-21;17;13;8;9;7;6;82;62;38;1013;1010;1007;10;10;10;18;11;NA;0;4;"Rain";241
2013-05-22;14;10;7;9;7;5;93;82;59;1009;1006;1004;19;11;8;24;13;37;4.06;6;"Rain";249
2013-05-23;13;8;3;5;1;-2;87;59;27;1011;1008;1005;31;15;10;21;11;NA;0;4;"";250
2013-05-24;11;8;5;7;4;0;100;79;51;1012;1009;1006;26;11;8;18;11;NA;0.25;6;"Rain";275
2013-05-25;13;10;7;8;6;4;93;81;47;1012;1009;1007;27;11;6;26;13;NA;0;7;"Rain";284
2013-05-26;8;7;6;8;6;4;100;93;83;1008;1003;1001;31;11;5;26;19;45;8.89;7;"Rain";219
2013-05-27;12;9;7;10;9;8;100;96;82;1009;1005;1001;14;8;3;14;11;NA;3.05;7;"Rain";265
2013-05-28;12;10;8;12;9;8;100;94;87;1009;1004;1000;18;9;4;21;13;NA;7.11;7;"Rain";263
2013-05-29;19;14;9;14;11;9;100;89;64;1004;1000;999;31;12;3;29;13;NA;12.95;6;"Fog-Rain-Thunderstorm";215
2013-05-30;14;11;9;14;11;8;100;95;84;1006;1004;997;31;7;0;23;11;NA;6.1;7;"Fog-Rain";290
2013-05-31;15;13;11;15;13;10;100;93;72;1005;999;996;31;8;1;23;13;NA;16;7;"Rain";45
2013-06-01;16;12;8;16;12;9;100;98;89;1007;1005;1004;18;6;0;24;11;42;19.05;6;"Fog-Rain";292
2013-06-02;11;10;9;14;11;8;100;100;97;1019;1012;1007;8;3;1;29;21;47;22.1;7;"Rain-Thunderstorm";314
2013-06-03;11;9;7;10;8;7;100;97;88;1022;1020;1018;26;8;3;23;16;NA;9.91;6;"Rain";285
2013-06-04;16;12;8;13;10;8;100;93;77;1021;1019;1018;26;10;5;19;11;NA;0.51;6;"Rain";297
2013-06-05;19;12;6;11;6;2;100;64;21;1021;1020;1019;31;18;10;21;10;NA;0;NA;"Fog";20
2013-06-06;20;14;9;13;12;9;95;75;52;1022;1021;1020;31;13;10;14;8;NA;0;5;"";72
2013-06-07;23;17;12;17;14;11;100;84;58;1022;1020;1018;31;13;8;16;6;NA;8.89;5;"Fog-Rain-Thunderstorm";48
2013-06-08;23;18;13;17;15;13;100;86;55;1020;1016;1013;31;11;0;16;6;NA;5.08;6;"Fog-Rain-Thunderstorm";56
2013-06-09;21;17;13;17;15;13;100;88;68;1013;1010;1008;31;11;0;19;6;NA;12.95;5;"Fog-Rain-Thunderstorm";62
2013-06-10;18;16;12;14;12;9;100;87;55;1012;1009;1007;31;7;0;14;8;NA;0;6;"Fog-Rain";336
2013-06-11;20;15;10;11;9;6;100;64;33;1018;1015;1012;31;12;10;14;6;NA;0;3;"Fog";332
2013-06-12;23;17;10;11;9;4;94;57;24;1020;1019;1018;31;12;10;14;10;NA;0;1;"";185
2013-06-13;27;20;13;15;12;9;72;56;32;1020;1016;1012;31;27;10;19;13;NA;0;6;"";185
2013-06-14;19;16;12;14;11;6;97;67;34;1021;1018;1012;31;11;7;24;13;45;0;6;"Rain";281
2013-06-15;23;16;9;12;11;9;94;63;37;1019;1015;1012;10;10;10;26;10;40;0;6;"";189
2013-06-16;22;18;14;12;11;9;77;59;37;1017;1016;1014;10;10;10;19;11;35;0;5;"";279
2013-06-17;26;19;12;17;13;9;89;61;43;1019;1016;1014;31;15;10;23;10;NA;0;4;"";87
2013-06-18;29;23;17;22;19;15;88;68;52;1018;1015;1013;31;19;10;18;11;NA;0;1;"";22
2013-06-19;33;27;21;23;19;13;94;64;25;1018;1015;1012;26;18;8;21;11;NA;0;NA;"Fog";122
2013-06-20;34;26;18;22;19;17;100;64;32;1014;1011;1007;23;13;3;35;14;55;34.04;5;"Rain-Thunderstorm";139
2013-06-21;24;20;17;17;14;12;95;70;42;1017;1013;1009;26;11;7;27;14;35;0.25;5;"Rain-Thunderstorm";239
2013-06-22;24;19;15;16;13;11;82;61;41;1017;1016;1013;10;10;10;18;8;NA;0.25;3;"Rain";250
2013-06-23;23;19;15;15;13;10;83;65;39;1015;1013;1012;10;10;10;19;10;NA;0;4;"Rain";238
2013-06-24;18;17;14;13;11;10;88;71;51;1019;1017;1015;31;12;10;11;6;NA;0.51;7;"Rain";288
2013-06-25;12;11;10;13;12;10;100;97;88;1022;1019;1017;18;8;3;26;16;42;13.97;7;"Rain";320
2013-06-26;13;11;9;10;8;6;100;85;60;1024;1022;1020;31;10;6;26;19;39;1.02;7;"Rain";280
2013-06-27;16;12;9;10;8;7;93;75;51;1025;1023;1022;27;13;10;23;11;NA;0;6;"Rain";208
2013-06-28;18;13;8;11;9;7;100;75;40;1022;1020;1018;31;11;2;14;8;NA;0;5;"Fog-Rain";195
2013-06-29;18;14;11;14;11;10;100;80;56;1020;1017;1015;31;11;2;26;11;NA;0;6;"Rain";224
2013-06-30;15;11;8;11;7;5;94;72;46;1023;1021;1019;31;12;10;21;13;NA;0;6;"Rain";276
2013-07-01;24;18;13;13;11;9;77;58;34;1020;1017;1015;10;10;10;26;10;NA;0;4;"Rain";235
2013-07-02;24;19;13;15;13;11;88;65;42;1016;1015;1014;10;10;10;18;10;NA;0;3;"";306
2013-07-03;25;20;14;17;14;13;94;69;40;1015;1012;1010;31;15;10;29;13;NA;2.03;6;"Rain-Thunderstorm";162
2013-07-04;22;19;15;17;16;14;94;78;61;1023;1019;1014;31;13;10;14;10;NA;0;5;"Rain";275
2013-07-05;23;20;17;17;16;14;94;78;54;1028;1026;1023;27;13;9;19;6;NA;0;6;"";310
2013-07-06;24;19;14;17;14;12;100;72;43;1030;1029;1028;31;11;0;14;6;NA;0;3;"Fog";358
2013-07-07;23;18;12;14;11;7;94;61;26;1031;1030;1029;31;13;10;13;8;NA;0;2;"Fog";19
2013-07-08;25;19;13;15;13;11;94;63;33;1030;1029;1027;27;14;10;13;8;NA;0;3;"";23
2013-07-09;27;21;14;16;14;11;94;61;29;1028;1024;1020;31;18;10;14;8;NA;0;3;"";1
2013-07-10;24;19;15;15;13;10;88;66;41;1020;1017;1015;31;14;10;21;10;NA;0;4;"";290
2013-07-11;17;14;11;12;11;10;94;76;56;1018;1017;1017;31;14;10;21;10;NA;0;6;"Rain";294
2013-07-12;21;16;11;13;11;9;88;70;41;1020;1019;1018;31;12;10;18;11;NA;0;5;"";306
2013-07-13;23;17;12;13;11;8;89;64;32;1021;1020;1019;27;13;10;21;8;NA;0;3;"";291
2013-07-14;20;16;12;14;12;10;88;76;58;1022;1021;1019;31;14;10;21;10;NA;0;6;"";302
2013-07-15;21;17;13;13;11;8;94;67;35;1023;1021;1020;31;12;10;19;13;NA;0;5;"";311
2013-07-16;25;18;11;12;11;8;94;58;28;1024;1023;1022;31;13;10;14;10;NA;0;1;"";257
2013-07-17;26;20;13;14;12;9;88;58;26;1023;1022;1021;31;25;10;14;8;NA;0;6;"";346
2013-07-18;27;20;14;15;13;12;94;62;31;1024;1023;1021;31;20;10;11;6;NA;0;3;"";9
2013-07-19;27;21;14;15;13;12;88;60;34;1022;1020;1017;31;16;10;19;8;NA;0;4;"";306
2013-07-20;26;21;16;16;12;9;82;59;29;1022;1020;1019;31;14;10;18;8;NA;0;5;"";341
2013-07-21;27;21;14;11;9;8;77;46;22;1023;1022;1020;NA;NA;NA;14;10;NA;0;NA;"";92
2013-07-22;29;21;13;13;11;7;88;49;16;1021;1018;1014;10;10;10;14;10;26;0;1;"";157
2013-07-23;29;22;15;13;11;8;88;48;20;1016;1015;1013;NA;NA;NA;18;10;NA;0;NA;"";81
2013-07-24;30;22;14;16;9;5;77;43;15;1016;1015;1012;NA;NA;NA;21;10;NA;0;8;"";88
2013-07-25;27;22;18;18;16;13;94;67;34;1017;1016;1015;31;12;3;11;5;NA;0;6;"Fog-Rain";280
2013-07-26;32;24;17;17;14;10;89;54;21;1016;1015;1013;31;26;10;14;10;NA;0;1;"";224
2013-07-27;35;27;19;17;14;12;83;45;19;1014;1011;1007;31;28;23;16;8;NA;0;8;"Rain";176
2013-07-28;34;28;23;16;14;11;61;38;19;1013;1011;1008;31;28;10;21;11;NA;2.03;6;"";253
2013-07-29;24;21;18;20;18;17;100;83;51;1015;1013;1011;31;11;3;27;13;47;0;6;"Fog-Rain-Thunderstorm";296
2013-07-30;24;20;16;17;14;11;100;71;36;1018;1016;1013;31;11;5;29;16;47;0;5;"Rain";272
2013-07-31;24;20;16;16;14;13;88;68;48;1020;1017;1016;31;11;10;29;14;42;0;5;"Rain";250
2013-08-01;28;22;15;16;14;12;94;62;29;1020;1019;1016;10;10;10;14;8;NA;0;3;"";185
2013-08-02;32;24;17;18;14;11;83;49;20;1017;1016;1013;NA;NA;NA;14;11;NA;0;NA;"";145
2013-08-03;33;27;19;18;16;13;73;51;23;1019;1015;1013;31;24;10;18;13;NA;0;2;"";249
2013-08-04;27;22;18;20;18;16;95;79;56;1021;1020;1019;31;13;8;23;8;NA;3.05;4;"Rain-Thunderstorm";338
2013-08-05;27;22;17;19;17;14;100;81;33;1022;1019;1016;23;5;0;16;8;NA;0;5;"Fog";150
2013-08-06;31;24;18;20;17;16;94;68;35;1016;1015;1012;31;16;6;32;11;61;9.91;5;"Rain-Thunderstorm";161
2013-08-07;28;22;16;19;17;15;100;74;39;1016;1013;1011;31;11;0;18;8;NA;0;6;"Fog-Rain";155
